,message,label
1536,ok thanks-I was just testing this out,0
20820,I have broken device screens,0
25650,Yes,1
8678,U too. ,0
11177,SIM card locked,0
19809,Am I eligible for a new phone ,0
38949,How do I get into my account online t,0
3298,Hello I made a claim Thursday my local shop doesn't have the part can I please change my claim to mail in,0
35246,I need to cancel insurance on my devices ,0
9300,Hello I need help activating my replacement phone,0
35627,Hello,0
638,Network slow ,0
20517,"My phone is acting very weird.  I haven't been able to send texts and sometimes make calls.  It has been roaming, only 3G, or not having a connection ",0
31622,What SIM card do I need for iPhone 8 Plus ,0
37353,I have complete security on my phone i know I didn't download and when I opened it its asking for a key phrase. I didn't set up a key phrase. Why does it ask for a key phrase if I didn't create one?,0
35135,I just finished what you asked me to do ,0
13284,How do I back up my phone?,0
17363,My phone won’t ring. I had y’all help earlier today and you had me do a PRL update calling ##873283# and restarting my iPhone 7.  My sound settings look the same. When I get a call it vibrates but no ring sound.  Please help. ,0
31937,Yes I have insurance on my phone ,0
5210,Need Sprint Complete removed from DIGIT_REDACTION,0
27059,In my area ( east texas ) coverage is bad. Any new tower coming soon,0
14176,Yall security app is a joke it doesn’t let u finish installing it ,0
26885,Can i buy the LG dual screen apart from the phone,0
1995,ONLY VISIBLE TO YOU: This customer said their problem was *not* with billing or claims.,0
35096,Vertical lines across my screen. ,0
4394,My phone has no signal but my coworker have signal ,0
14486,Jonathan is very professional ,1
21476,Hello,0
36546,Help,0
431,Water damages ,0
4563,How long have I has sprint comple,0
30395,I haven’t received any spam calls since we put in spam blocker,0
28062,How do I complete my credit application?,0
9625,I got my new iPad replacement in how do I activate it?,0
39290,Why is the mysprint app and site say access not granted?,0
26094,yes I have a caller she is need a return label emailed ,0
37491,I want to upload my photos,0
35440,Hi! Can you help me get started with my new phone?,0
19358,Why is my service so terrible in my location ZIP_CODE as well on a iPhone 11 with sprint why no 5G and att has it ,0
19532,I was trying too get too sprint call screene,0
9694,It took me a minute to come back on. Passwords etc,0
30631,i’m sorry for my lack of response,0
8708,I want to remove the protection on my wifes and sons phone.,0
16357,Phone battery not lasting long ,0
10914,Okay and you as well,1
528,I'm not connected to the sprint network ,0
11651,Need to get a replacement phone,0
16582,"no more questions, thanks again",0
1825,Yes,1
20710,Unlock phone,0
12890,My phone does not work.,0
40163,How much is my deductible for a replacement phone,0
11761,Hi! Can you help me get started with my new phone?,0
39637,My phone has been bent in half from falling on IT,0
10543,Hello,0
29395,thank you for offering that but I would just like to cancel please,1
29866,"If I have the Cloud, why would I need Sprint complete for storage?",0
3729,What number can I call to speak to a live agent?,0
14186,I want to cancel the $19.00 a month phone insurance ,0
10920,Yes,1
15674,I have a galaxy s10 that has the liquid screen protector & its cracked up. Also cant use my camera have done 20 different things to try to fix it. It was fine until a update on the samsung camera app. & seems im not the only one with this issue . Samsung will not rsspond to any comments that speaks of this issue. Paying way to much money  for a phone that is junk when the camera hasnt worked for close to a month. Is this something that is going to be fixed or what options do i have,0
35814,Nello,0
3353,I cant get into my billing my password isn't working and it does not have an option to reset it,0
41085,How do I disconnect my Apple Watch from my plan ,0
736,Sorry I was at work thank you for your time,1
27298,I Sprint man activated my,0
33256,Can you help me ? my I pad has been disabled,0
18648,"Hello, I am reaching out to remove Sprint Complete from my account.",0
35863,I need a refund ,0
600,My son went and activated his new phone the other day at the sprint store and I just got an email that sprint complete was put on that phone. I don’t believe I had that with his last phone. Is it included in what I pay per month for my services on my plan?,0
18499,Are you able to track a returned device?,0
20275,I am dropping calls and cannot hear when I get a call. Is there storm damage in my area?,0
34396,hi,0
28253,How do I activate my new phone?,0
23295,Same to you.,1
29105,Good Afternoon ! You have reached your Sprint Expert; my name is Clair. I understand you want to make changes to your Sprint Complete today. I will be happy to help. May i have the phone numbers you are looking to make changes to?,0
29264,I would like to cancel my insurance of both phones ,0
5312,Pls call me,0
40768,Need to activate SIM card ,0
9207,I'd like to remove Sprint Complete,0
8012,"Hey Tech Expert, I have a question:",0
13195,I need to turn on my son phone ,0
34040,"Hey Tech Expert, I have a question:",0
21327,I think my speaker is going out on my phone... I have to put it on speaker when I get a call in order to hear,0
21418,I’m need my screen fixed ,0
28980,awesome!,0
34310,I just received a replacement phone.iwas wonderi,0
22796,What could be the problem if you can’t get into your Messenger?,0
12477,Lawrence LAST_NAME,0
8972,i’m having problems with my phones and i’m also having someone log into my account when the phone isn’t here.,0
24223,"My screen is cracked 

",0
36321,I cracked my glass on my camera which cause my camera too have a line through it on pictures ,0
22159,How to be removed from lockout premium and safe and found. ,0
12664,"no, I do have a google app file with google and gmail",0
37836,How much would it be to get my phone replaced or repaired it’s cracked on the front and back. I have sprint complete for iPhone ,0
22046,Can you refresh the internet on my phone. ,0
5834,I am having trouble getting service on my,0
11580,Thank you for contacting Sprint complete My Home. My name is Adam. May I have your first and last name?,0
30940,my husband got his replacement phone today but he doesnt know how to activate the phone,0
30086,My wife’s phone is DIGIT_REDACTION.  During calls she cannot hear the other person unless she has it on speaker phone. If she takes it off speaker phone and put the phone to her ear to talk she hears nothing. We tried turning the phone off then back on and it still does the same thing. ,0
16378,Having issues with LtE connection. Phone shows connected but text messages won’t go through and apps won’t open,0
26546,Customer service please ,0
22485,My data nor my hotspot is working,0
10160,I had sent a phone to be fixed and it haven’t came back yet ,0
33828,wow,1
24396,Hello,0
14091,"She was very nice and did what she could.   The sad fact is that we were unknowingly paying for Sprint Complete when we didn't sign up for it.  She removed it and requested a refund for this last month.   We should receive a refund for all of it, since January, since we did not sign up or ask for it.   Also, i was signed into my account, so I don't understand why I could not delete it there.   ",1
18449,My wife is having connectivity issues with her phone. We have the same phone and sit next to each other while I'll have lte she will have 3g. what can we do to fix this issue? ,0
37802,Hi I would like the sprint complete removed off my daughters phone I don’t have it on any of the other lines I’m paying an extra $19 a month that’s not needed,0
12018,Okay ,1
36694,I was told to contact this link to cancel my phone insurance.,0
14289,Scammer ,0
3572,"Hello, I am reaching out to remove Sprint Complete from my account.",0
27121,Hello ,0
16198,Garageband,0
